member_guid,subscription_id,subscription_start_wk,geo,market_area,market_segment,purchase_source,promo_regular,cc_segment,subscription_offerings,subscription_type,entitlement_period,twp_flag,subscription_tenure,member_classification,category,product,visited_website,active_flag
307,1.31E+03,2019-13,EMEA,IBE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,667,EXISTING - REACTIVATE,DESKTOP,PHOTOSHOP,1,1
308,1310,2013-51,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,2590,EXISTING - ADDITIONAL,DESKTOP,PHOTOSHOP,1,1
309,1311,2019-05,EMEA,BEN,EDUCATION,ADOBE.COM/CC.COM,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,722,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
310,1312,2016-41,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1571,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
311,1313,2019-50,EMEA,SSAI,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,407,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
312,1314,2015-11,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,2145,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
313,1315,2014-26,AMER,MEX,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,2406,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
314,1316,2019-25,AMER,SLAM,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,587,EXISTING - ADDITIONAL,MOBILE,ACROBAT READER MOBILE,1,1
315,1317,2020-48,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,59,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
316,1318,2020-49,EMEA,FRA,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,51,RESUBSCRIBER - DORMANT,MOBILE,OVERALL,1,1
317,1319,2017-37,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1228,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,1,0
318,1320,2021-04,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Trial_Purchase,6,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
320,1322,2020-40,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,113,NEW - FIRST SUBSCRIPTION,DESKTOP,BRIDGE,1,0
321,1323,2018-44,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,817,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
322,1324,2018-16,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,1009,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
323,1325,2019-27,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,570,NEW - FIRST SUBSCRIPTION,DESKTOP,AUDITION,1,1
324,1326,2018-23,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,960,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
325,1327,2017-06,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1444,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
326,1328,2017-44,EMEA,SSAI,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1180,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
327,1329,2018-31,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,905,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
328,1330,2015-11,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,2148,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
329,1331,2020-18,ASIA,KOR,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,269,EXISTING - REACTIVATE,DESKTOP,PREMIERE PRO,1,1
330,1332,2021-03,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - InDesign,IN,ANNUAL,Direct_Purchase,7,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
331,1333,2019-46,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,439,EXISTING - ADDITIONAL,DESKTOP,OVERALL,1,1
332,1334,2014-22,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2435,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
333,1335,2020-34,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,154,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,1,1
334,1336,2019-05,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,721,RESUBSCRIBER - DORMANT,DESKTOP,ILLUSTRATOR,1,1
335,1337,2019-51,ASIA,KOR,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,404,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
336,1338,2019-08,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - Single App - Illustrator,IN,ANNUAL,Direct_Purchase,704,EXISTING - ADDITIONAL,NULL,NULL,1,NULL
337,1339,2020-19,AMER,SLAM,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,260,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
338,1340,2020-45,JPN,JPN,EDUCATION,E-TAIL/RETAIL,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,80,NEW - FIRST SUBSCRIPTION,DESKTOP,AUDITION,1,1
339,1341,2020-20,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,252,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,1,0
340,1342,2014-43,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,2286,NEW - FIRST SUBSCRIPTION,DESKTOP,BRIDGE,1,1
341,1343,2018-19,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,988,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,1,1
342,1344,2017-02,JPN,JPN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - Single App - Photoshop,TM,ANNUAL,Direct_Purchase,1473,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
343,1345,2021-01,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,26,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,1
344,1346,2016-42,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1562,EXISTING - REACTIVATE,DESKTOP,OVERALL,1,1
345,1347,2020-47,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,63,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,1,1
346,1348,2020-03,EMEA,RCIS,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,375,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,1,1
347,1349,2020-11,ASIA,KOR,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,319,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
348,1350,2019-41,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,471,EXISTING - MIGRATE,DESKTOP,PHOTOSHOP,1,0
349,1351,2020-35,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,152,EXISTING - MIGRATE,MOBILE,OVERALL,1,1
350,1352,2020-03,EMEA,BEN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,373,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,0
351,1353,2018-10,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1053,NEW - FIRST SUBSCRIPTION,MOBILE,ILLUSTRATOR IPAD,1,0
352,1354,2017-30,EMEA,GER,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1276,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,1,0
353,1355,2013-52,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,2589,NEW - FIRST SUBSCRIPTION,MOBILE,PHOTOSHOP EXPRESS,1,1
354,1356,2017-05,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1453,EXISTING - ADDITIONAL,DESKTOP,OVERALL,1,1
355,1357,2016-09,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1798,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,1,0
356,1358,2019-35,EMEA,IBE,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,511,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
357,1359,2020-39,EMEA,ME,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,124,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
358,1360,2020-32,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,170,NEW - FIRST SUBSCRIPTION,DESKTOP,AUDITION,1,1
359,1361,2016-34,EMEA,NORD,EDUCATION,E-TAIL/RETAIL,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1621,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
360,1362,2018-07,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1075,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
361,1363,2019-29,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,554,RESUBSCRIBER - DORMANT,DESKTOP,OVERALL,1,1
362,1364,2019-47,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,427,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
363,1365,2021-01,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,22,NEW - FIRST SUBSCRIPTION,DESKTOP,AUDITION,1,0
364,1366,2020-48,EMEA,GER,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,59,EXISTING - ADDITIONAL,DESKTOP,INDESIGN,1,1
365,1367,2019-07,EMEA,EE,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,708,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,1,0
366,1368,2019-24,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 1TB,IN,ANNUAL,Direct_Purchase,591,EXISTING - MIGRATE,DESKTOP,LIGHTROOM CC,1,1
367,1369,2015-06,EMEA,FRA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2177,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
368,1370,2018-10,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1053,EXISTING - ADDITIONAL,DESKTOP,INDESIGN,1,1
369,1371,2020-32,ASIA,SEA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,174,RESUBSCRIBER - RECENT,DESKTOP,LIGHTROOM CLASSIC,1,1
370,1372,2018-36,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,872,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
372,1374,2020-43,ASIA,IN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - XD,IN,MONTHLY,Direct_Purchase,95,EXISTING - ADDITIONAL,DESKTOP,XD,1,0
373,1375,2020-31,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,176,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
374,1376,2019-12,EMEA,BEN,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,675,NEW - FIRST SUBSCRIPTION,DESKTOP,AFTER EFFECTS,1,1
375,1377,2020-10,ASIA,KOR,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,327,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,1,1
180,1378,2020-34,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,ANNUAL,Direct_Purchase,157,RESUBSCRIBER - DORMANT,DESKTOP,OVERALL,1,1
376,1379,2020-40,ASIA,IN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - Single App - Photoshop,TM,ANNUAL,Direct_Purchase,116,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
377,1380,2016-44,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1550,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
378,1381,2020-14,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,295,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,1,0
379,1382,2018-35,JPN,JPN,COMMERCIAL,E-TAIL/RETAIL,REGULAR,INDIVIDUAL,CCI - Single App - Photoshop,IN,ANNUAL,Direct_Purchase,876,EXISTING - ADDITIONAL,DESKTOP,OVERALL,1,1
380,1383,2019-32,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,538,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,1,1
381,1384,2020-09,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 1TB,IN,ANNUAL,Trial_Purchase,333,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
382,1385,2014-13,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,2496,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,1,1
383,1386,2021-03,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,11,NEW - FIRST SUBSCRIPTION,DESKTOP,BRIDGE,1,1
384,1387,2019-45,EMEA,FRA,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,441,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
385,1388,2020-29,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Trial_Purchase,192,NEW - FIRST SUBSCRIPTION,MOBILE,PHOTOSHOP IPAD,1,0
386,1389,2020-34,ASIA,HKT,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,156,RESUBSCRIBER - DORMANT,DESKTOP,ACROBAT,1,1
387,1390,2013-08,EMEA,FRA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2895,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,1,1
388,1391,2014-37,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2325,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,0
389,1392,2020-37,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,138,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
390,1393,2020-32,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Trial_Purchase,172,NEW - FIRST SUBSCRIPTION,DESKTOP,XD,1,1
391,1394,2019-20,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,616,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,0
392,1395,2020-30,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,184,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
393,1396,2014-46,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2261,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
394,1397,2016-41,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1570,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,1
395,1398,2015-27,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,2031,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
396,1399,2020-33,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Trial_Purchase,162,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
397,1400,2013-45,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,2637,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,0
398,1401,2020-50,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,47,EXISTING - MIGRATE,DESKTOP,PHOTOSHOP,1,1
399,1402,2019-39,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,487,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
400,1403,2020-30,EMEA,EE,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,185,NEW - FIRST SUBSCRIPTION,DESKTOP,MEDIA ENCODER,1,1
401,1404,2019-52,JPN,JPN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,396,NEW - FIRST SUBSCRIPTION,DESKTOP,AFTER EFFECTS,1,1
402,1405,2020-20,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,TM,ANNUAL,Direct_Purchase,253,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
403,1406,2020-50,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Trial_Purchase,46,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
404,1407,2020-44,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,88,EXISTING - ADDITIONAL,DESKTOP,PREMIERE RUSH,1,1
405,1408,2018-20,ASIA,SEA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,985,NEW - FIRST SUBSCRIPTION,NULL,NULL,1,NULL
406,1409,2019-47,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Photoshop,IN,MONTHLY,Trial_Purchase,430,EXISTING - ADDITIONAL,DESKTOP,OVERALL,1,1
407,1410,2016-22,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1702,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
408,1411,2020-13,EMEA,ME,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,306,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
409,1412,2020-45,EMEA,ME,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Photoshop,IN,ANNUAL,Direct_Purchase,83,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
410,1413,2014-23,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2424,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
411,1414,2017-31,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1272,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,1,1
412,1415,2018-52,EMEA,FRA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,757,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
413,1416,2020-09,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - Single App - Premiere Pro,IN,ANNUAL,Direct_Purchase,334,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
414,1417,2020-23,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,ANNUAL,Trial_Purchase,235,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
415,1418,2020-25,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,217,EXISTING - REACTIVATE,DESKTOP,INDESIGN,1,1
416,1419,2018-12,ASIA,SEA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,1042,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
417,1420,2020-26,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,212,EXISTING - MIGRATE,DESKTOP,ILLUSTRATOR,1,1
418,1421,2020-06,ASIA,KOR,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,352,RESUBSCRIBER - RECENT,DESKTOP,OVERALL,1,1
419,1422,2020-41,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,111,EXISTING - MIGRATE,DESKTOP,OVERALL,1,1
420,1423,2020-38,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - After Effects,IN,ANNUAL,Direct_Purchase,127,NEW - FIRST SUBSCRIPTION,NULL,NULL,1,NULL
